Moderate Risk,Routine - Unscheduled,1111_20180605_103124,Inadequately cleaned or sanitized food contact surfaces,87,37.783713,-122.419357
Moderate Risk,Routine - Unscheduled,67067_20180618_103124,Inadequately cleaned or sanitized food contact surfaces,90,37.799293,-122.407334
Moderate Risk,Routine - Unscheduled,65383_20161107_103120,Moderate risk food holding temperature,88,37.766406,-122.398419
Moderate Risk,Routine - Unscheduled,6948_20160301_103120,Moderate risk food holding temperature,88,37.797018,-122.406212
Moderate Risk,Routine - Unscheduled,66336_20160725_103119,Inadequate and inaccessible handwashing facilities,92,37.760893,-122.434459
Low Risk,Routine - Unscheduled,39119_20180117_103145,Improper storage of equipment utensils or linens,85,37.781148,-122.463762
No Risk,Routine - Unscheduled,95_20180509_103100,None,100,37.80824,-122.410189
Low Risk,Routine - Unscheduled,7645_20160301_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,88,37.754513,-122.418626
Low Risk,Routine - Unscheduled,68814_20180614_103153,Inadequate dressing rooms or improper storage of personal items,94,37.763733,-122.466366
Moderate Risk,Routine - Unscheduled,2245_20181015_103119,Inadequate and inaccessible handwashing facilities,96,37.790498,-122.403896
Low Risk,Routine - Unscheduled,4158_20171019_103144,Unapproved or unmaintained equipment or utensils,94,37.806115,-122.418525
Moderate Risk,Routine - Unscheduled,3228_20180619_103133,Foods not protected from contamination,86,37.760383,-122.50609
Moderate Risk,Routine - Unscheduled,59331_20180410_103120,Moderate risk food holding temperature,87,37.723638,-122.452273
Moderate Risk,Routine - Unscheduled,62769_20171103_103133,Foods not protected from contamination,81,37.784848,-122.406892
Low Risk,Routine - Unscheduled,64161_20171016_103139,Improper food storage,90,37.786119,-122.418182
Moderate Risk,Routine - Unscheduled,59727_20161227_103132,Improper thawing methods,86,37.80824,-122.410189
Low Risk,Routine - Unscheduled,7480_20160129_103141,Improper food labeling or menu misrepresentation,94,37.799973,-122.412667
Low Risk,Routine - Unscheduled,1754_20171024_103154,Unclean or degraded floors walls or ceilings,88,37.807167,-122.418936
Low Risk,Routine - Unscheduled,3951_20160120_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,84,37.779962,-122.485087
Low Risk,Routine - Unscheduled,67154_20180712_103154,Unclean or degraded floors walls or ceilings,88,37.739065,-122.479769
Moderate Risk,Routine - Unscheduled,5824_20171024_103116,Inadequate food safety knowledge or lack of certified food safety manager,90,37.755257,-122.408455
Low Risk,Routine - Unscheduled,19171_20160105_103161,Low risk vermin infestation,94,37.764803,-122.423309
Moderate Risk,Routine - Unscheduled,45_20160104_103119,Inadequate and inaccessible handwashing facilities,78,37.747114,-122.413641
Low Risk,Routine - Unscheduled,11304_20180116_103154,Unclean or degraded floors walls or ceilings,96,37.787914,-122.387718
Moderate Risk,Routine - Unscheduled,36840_20160316_103124,Inadequately cleaned or sanitized food contact surfaces,94,37.766994,-122.422035
Low Risk,Routine - Unscheduled,37350_20180111_103154,Unclean or degraded floors walls or ceilings,96,37.785386,-122.403723
Low Risk,Routine - Unscheduled,61136_20180813_103144,Unapproved or unmaintained equipment or utensils,88,37.780543,-122.473129
Moderate Risk,Routine - Unscheduled,4881_20181016_103124,Inadequately cleaned or sanitized food contact surfaces,85,37.748924,-122.418144
Moderate Risk,Routine - Unscheduled,2358_20180111_103129,Insufficient hot water or running water,87,37.751687,-122.418455
Low Risk,Routine - Unscheduled,45_20160104_103142,Unclean nonfood contact surfaces,78,37.747114,-122.413641
Low Risk,Routine - Unscheduled,10332_20160316_103161,Low risk vermin infestation,68,37.776384,-122.411684
Moderate Risk,Routine - Unscheduled,32579_20160128_103119,Inadequate and inaccessible handwashing facilities,94,37.780443,-122.475259
Low Risk,Routine - Unscheduled,2240_20171020_103148,No thermometers or uncalibrated thermometers,79,37.793687,-122.396592
Moderate Risk,Routine - Unscheduled,68895_20160310_103131,Moderate risk vermin infestation,94,37.807923,-122.417887
Low Risk,Routine - Unscheduled,2749_20160104_103154,Unclean or degraded floors walls or ceilings,92,37.745433,-122.419945
High Risk,Routine - Unscheduled,35659_20181015_103103,High risk food holding temperature,81,37.791984,-122.399754
Low Risk,Routine - Unscheduled,2749_20160104_103145,Improper storage of equipment utensils or linens,92,37.745433,-122.419945
Low Risk,Routine - Unscheduled,10931_20180117_103157,Food safety certificate or food handler card not available,96,37.781736,-122.452151
Moderate Risk,Routine - Unscheduled,3038_20171023_103132,Improper thawing methods,79,37.782458,-122.416873
High Risk,Routine - Unscheduled,57698_20180409_103114,High risk vermin infestation,87,37.790055,-122.403915
Low Risk,Routine - Unscheduled,1124_20171114_103144,Unapproved or unmaintained equipment or utensils,80,37.764248,-122.433392
Low Risk,Routine - Unscheduled,68483_20180612_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,90,37.752777,-122.410262
Low Risk,Routine - Unscheduled,2292_20160126_103144,Unapproved or unmaintained equipment or utensils,67,37.753638,-122.490712
Low Risk,Routine - Unscheduled,68403_20160128_103142,Unclean nonfood contact surfaces,74,37.77554,-122.502142
Low Risk,Routine - Unscheduled,2638_20160104_103161,Low risk vermin infestation,87,37.764814,-122.423089
Moderate Risk,Routine - Unscheduled,19076_20180411_103120,Moderate risk food holding temperature,81,37.781153,-122.45936
Low Risk,Routine - Unscheduled,59215_20170103_103150,Improper or defective plumbing,96,37.795675,-122.405098
Moderate Risk,Routine - Unscheduled,1866_20180112_103124,Inadequately cleaned or sanitized food contact surfaces,94,37.793693,-122.401194
Moderate Risk,Routine - Unscheduled,7761_20180103_103131,Moderate risk vermin infestation,90,37.736628,-122.424163
Low Risk,Routine - Unscheduled,39119_20180117_103162,Other low risk violation,85,37.781148,-122.463762
Moderate Risk,Routine - Unscheduled,33700_20180614_103116,Inadequate food safety knowledge or lack of certified food safety manager,87,37.749194,-122.418116
Low Risk,Routine - Unscheduled,68403_20160128_103144,Unapproved or unmaintained equipment or utensils,74,37.77554,-122.502142
Moderate Risk,Routine - Unscheduled,45_20160104_103124,Inadequately cleaned or sanitized food contact surfaces,78,37.747114,-122.413641
Low Risk,Routine - Unscheduled,7480_20160129_103139,Improper food storage,94,37.799973,-122.412667
Moderate Risk,Routine - Unscheduled,6032_20180410_103133,Foods not protected from contamination,92,37.768904,-122.424466
Low Risk,Routine - Unscheduled,17346_20171031_103144,Unapproved or unmaintained equipment or utensils,98,37.744076,-122.438684
High Risk,Routine - Unscheduled,3591_20180809_103109,Unclean or unsanitary food contact surfaces,78,37.780144,-122.481939
Moderate Risk,Routine - Unscheduled,2807_20171102_103119,Inadequate and inaccessible handwashing facilities,86,37.806153,-122.420474
Low Risk,Routine - Unscheduled,2216_20170103_103143,Inadequate warewashing facilities or equipment,77,37.795868,-122.406557
Moderate Risk,Routine - Unscheduled,2659_20151210_103119,Inadequate and inaccessible handwashing facilities,80,37.739048,-122.416019
Low Risk,Routine - Unscheduled,68394_20181015_103139,Improper food storage,94,37.763628,-122.416652
Low Risk,Routine - Unscheduled,2649_20180409_103154,Unclean or degraded floors walls or ceilings,77,37.762527,-122.419475
Low Risk,Routine - Unscheduled,1784_20171107_103161,Low risk vermin infestation,90,37.797855,-122.429064
Moderate Risk,Routine - Unscheduled,95_20151210_103131,Moderate risk vermin infestation,88,37.739207,-122.417447
No Risk,Routine - Unscheduled,95_20180509_103100,None,100,37.789064,-122.402861
Low Risk,Routine - Unscheduled,1852_20171026_103141,Improper food labeling or menu misrepresentation,86,37.803947,-122.414927
Low Risk,Routine - Unscheduled,38442_20170103_103154,Unclean or degraded floors walls or ceilings,77,37.786578,-122.440096
Moderate Risk,Routine - Unscheduled,36840_20180614_103119,Inadequate and inaccessible handwashing facilities,82,37.766994,-122.422035
Moderate Risk,Routine - Unscheduled,443_20160316_103125,Noncompliance with shell fish tags or display,92,37.798306,-122.407327
Moderate Risk,Routine - Unscheduled,59727_20171030_103131,Moderate risk vermin infestation,77,37.80824,-122.410189
Low Risk,Routine - Unscheduled,275_20180116_103141,Improper food labeling or menu misrepresentation,98,37.786548,-122.407313
Low Risk,Routine - Unscheduled,7645_20160301_103144,Unapproved or unmaintained equipment or utensils,88,37.754513,-122.418626
High Risk,Routine - Unscheduled,37732_20151208_103109,Unclean or unsanitary food contact surfaces,89,37.782938,-122.413133
Moderate Risk,Routine - Unscheduled,488_20180116_103118,Employee eating or smoking,92,37.798519,-122.407071
Moderate Risk,Routine - Unscheduled,70685_20170104_103133,Foods not protected from contamination,90,37.729753,-122.40447
Low Risk,Routine - Unscheduled,3578_20180409_103157,Food safety certificate or food handler card not available,98,37.787108,-122.406409
Moderate Risk,Routine - Unscheduled,2004_20171107_103131,Moderate risk vermin infestation,86,37.798178,-122.404484
Moderate Risk,Routine - Unscheduled,33198_20160310_103129,Insufficient hot water or running water,92,37.807923,-122.417887
Low Risk,Routine - Unscheduled,10332_20160316_103139,Improper food storage,68,37.776384,-122.411684
High Risk,Routine - Unscheduled,3286_20151208_103105,Improper cooling methods,82,37.787998,-122.420117
Low Risk,Routine - Unscheduled,64484_20180614_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,94,37.777122,-122.419639
High Risk,Routine - Unscheduled,68403_20160128_103109,Unclean or unsanitary food contact surfaces,74,37.77554,-122.502142
Low Risk,Routine - Unscheduled,38442_20170103_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,77,37.786578,-122.440096
Low Risk,Routine - Unscheduled,21807_20171030_103139,Improper food storage,86,37.743943,-122.421988
Moderate Risk,Routine - Unscheduled,3962_20181016_103120,Moderate risk food holding temperature,90,37.783014,-122.389081
Moderate Risk,Routine - Unscheduled,6864_20160128_103124,Inadequately cleaned or sanitized food contact surfaces,77,37.797238,-122.421956
Low Risk,Routine - Unscheduled,62769_20171103_103154,Unclean or degraded floors walls or ceilings,81,37.784848,-122.406892
High Risk,Routine - Unscheduled,61438_20181016_103109,Unclean or unsanitary food contact surfaces,87,37.7773,-122.441709
Low Risk,Routine - Unscheduled,34244_20151214_103139,Improper food storage,96,37.795303,-122.406514
Low Risk,Routine - Unscheduled,39495_20160408_103144,Unapproved or unmaintained equipment or utensils,94,37.787423,-122.407417
High Risk,Routine - Unscheduled,3951_20170419_103103,High risk food holding temperature,87,37.779962,-122.485087
Low Risk,Routine - Unscheduled,3951_20180628_103154,Unclean or degraded floors walls or ceilings,76,37.779962,-122.485087
Moderate Risk,Routine - Unscheduled,639_20180620_103124,Inadequately cleaned or sanitized food contact surfaces,92,37.790734,-122.420783
Low Risk,Routine - Unscheduled,2292_20160126_103154,Unclean or degraded floors walls or ceilings,67,37.753638,-122.490712
Moderate Risk,Routine - Unscheduled,286_20171107_103131,Moderate risk vermin infestation,83,37.784303,-122.409647
Moderate Risk,Routine - Unscheduled,2599_20180409_103131,Moderate risk vermin infestation,79,37.727159,-122.403452
Low Risk,Routine - Unscheduled,475_20180410_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,90,37.799501,-122.409084
Moderate Risk,Routine - Unscheduled,69419_20160203_103133,Foods not protected from contamination,83,37.763359,-122.4806
Low Risk,Routine - Unscheduled,68403_20160128_103154,Unclean or degraded floors walls or ceilings,74,37.77554,-122.502142
Moderate Risk,Routine - Unscheduled,38306_20171102_103133,Foods not protected from contamination,96,37.802067,-122.409457
High Risk,Routine - Unscheduled,2437_20171024_103109,Unclean or unsanitary food contact surfaces,84,37.770748,-122.415137
Low Risk,Routine - Unscheduled,286_20171107_103151,Inadequate or unsanitary refuse containers or area or no garbage service,83,37.784303,-122.409647
Low Risk,Routine - Unscheduled,5310_20171107_103161,Low risk vermin infestation,96,37.80792,-122.418577
Moderate Risk,Routine - Unscheduled,3331_20151211_103131,Moderate risk vermin infestation,85,37.760698,-122.435015
High Risk,Routine - Unscheduled,413_20181017_103103,High risk food holding temperature,74,37.757923,-122.393914
Low Risk,Routine - Unscheduled,2638_20180110_103156,Permit license or inspection report not posted,79,37.764814,-122.423089
Low Risk,Routine - Unscheduled,2659_20151210_103154,Unclean or degraded floors walls or ceilings,80,37.739048,-122.416019
Moderate Risk,Routine - Unscheduled,38442_20170103_103132,Improper thawing methods,77,37.786578,-122.440096
Moderate Risk,Routine - Unscheduled,57751_20160405_103124,Inadequately cleaned or sanitized food contact surfaces,92,37.773887,-122.424182
Low Risk,Routine - Unscheduled,68699_20160317_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,88,37.783545,-122.461458
Moderate Risk,Routine - Unscheduled,27851_20151211_103124,Inadequately cleaned or sanitized food contact surfaces,94,37.789548,-122.413964
Low Risk,Routine - Unscheduled,2841_20180809_103154,Unclean or degraded floors walls or ceilings,94,37.708887,-122.497934
Moderate Risk,Routine - Unscheduled,70685_20170104_103119,Inadequate and inaccessible handwashing facilities,90,37.729753,-122.40447
Moderate Risk,Routine - Unscheduled,4819_20170103_103133,Foods not protected from contamination,88,37.791742,-122.398373
Moderate Risk,Routine - Unscheduled,3661_20160107_103120,Moderate risk food holding temperature,86,37.764553,-122.421826
Moderate Risk,Routine - Unscheduled,34749_20181016_103133,Foods not protected from contamination,90,37.786529,-122.397827
Low Risk,Routine - Unscheduled,6864_20160128_103145,Improper storage of equipment utensils or linens,77,37.797238,-122.421956
Low Risk,Routine - Unscheduled,63169_20160301_103156,Permit license or inspection report not posted,91,37.754383,-122.418616
Moderate Risk,Routine - Unscheduled,3614_20171116_103116,Inadequate food safety knowledge or lack of certified food safety manager,81,37.765028,-122.420402
Low Risk,Routine - Unscheduled,2352_20160301_103142,Unclean nonfood contact surfaces,98,37.755013,-122.418665
Low Risk,Routine - Unscheduled,33198_20160310_103154,Unclean or degraded floors walls or ceilings,92,37.807923,-122.417887
Low Risk,Routine - Unscheduled,2292_20160126_103142,Unclean nonfood contact surfaces,67,37.753638,-122.490712
No Risk,Routine - Unscheduled,95_20180509_103100,None,100,37.791507,-122.421257
Low Risk,Routine - Unscheduled,1368_20180618_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,98,37.797754,-122.400925
Low Risk,Routine - Unscheduled,2690_20151207_103144,Unapproved or unmaintained equipment or utensils,94,37.745516,-122.420004
Low Risk,Routine - Unscheduled,3839_20160107_103144,Unapproved or unmaintained equipment or utensils,90,37.763458,-122.421784
Low Risk,Routine - Unscheduled,68403_20160128_103145,Improper storage of equipment utensils or linens,74,37.77554,-122.502142
Low Risk,Routine - Unscheduled,7645_20160301_103141,Improper food labeling or menu misrepresentation,88,37.754513,-122.418626
No Risk,Routine - Unscheduled,95_20180509_103100,None,100,37.751776,-122.404626
Moderate Risk,Routine - Unscheduled,3693_20160203_103133,Foods not protected from contamination,66,37.754123,-122.48031
Low Risk,Routine - Unscheduled,5301_20160201_103147,Inadequate ventilation or lighting,92,37.749851,-122.415121
Low Risk,Routine - Unscheduled,231_20160301_103139,Improper food storage,88,37.799087,-122.408488
High Risk,Routine - Unscheduled,27350_20180620_103102,Unclean hands or improper use of gloves,85,37.761965,-122.417948
Low Risk,Routine - Unscheduled,3084_20171030_103145,Improper storage of equipment utensils or linens,88,37.721347,-122.436628
Moderate Risk,Routine - Unscheduled,68483_20180612_103131,Moderate risk vermin infestation,90,37.752777,-122.410262
Moderate Risk,Routine - Unscheduled,29304_20180112_103119,Inadequate and inaccessible handwashing facilities,92,37.799685,-122.44116
Low Risk,Routine - Unscheduled,37304_20180103_103157,Food safety certificate or food handler card not available,76,37.73598,-122.424438
Moderate Risk,Routine - Unscheduled,21909_20151208_103132,Improper thawing methods,92,37.787806,-122.420192
High Risk,Routine - Unscheduled,18921_20180409_103109,Unclean or unsanitary food contact surfaces,93,37.774778,-122.437717
Moderate Risk,Routine - Unscheduled,2659_20151210_103124,Inadequately cleaned or sanitized food contact surfaces,80,37.739048,-122.416019
Low Risk,Routine - Unscheduled,61736_20180117_103142,Unclean nonfood contact surfaces,90,37.751587,-122.418444
Moderate Risk,Routine - Unscheduled,2638_20180110_103131,Moderate risk vermin infestation,79,37.764814,-122.423089
Low Risk,Routine - Unscheduled,231_20160301_103143,Inadequate warewashing facilities or equipment,88,37.799087,-122.408488
Moderate Risk,Routine - Unscheduled,13814_20160317_103119,Inadequate and inaccessible handwashing facilities,89,37.774722,-122.406761
Moderate Risk,Routine - Unscheduled,2044_20160204_103133,Foods not protected from contamination,59,37.806546,-122.419277
Moderate Risk,Routine - Unscheduled,9289_20171030_103120,Moderate risk food holding temperature,94,37.794305,-122.404784
Moderate Risk,Routine - Unscheduled,38885_20171031_103124,Inadequately cleaned or sanitized food contact surfaces,92,37.775947,-122.445656
Low Risk,Routine - Unscheduled,2659_20151210_103142,Unclean nonfood contact surfaces,80,37.739048,-122.416019
Moderate Risk,Routine - Unscheduled,4732_20160202_103120,Moderate risk food holding temperature,77,37.785068,-122.418983
Low Risk,Routine - Unscheduled,231_20160301_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,88,37.799087,-122.408488
Moderate Risk,Routine - Unscheduled,7538_20160316_103124,Inadequately cleaned or sanitized food contact surfaces,96,37.774722,-122.406761
Low Risk,Routine - Unscheduled,3839_20160107_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,90,37.763458,-122.421784
Moderate Risk,Routine - Unscheduled,21909_20151208_103120,Moderate risk food holding temperature,92,37.787806,-122.420192
Moderate Risk,Routine - Unscheduled,95_20151210_103124,Inadequately cleaned or sanitized food contact surfaces,88,37.739207,-122.417447
Moderate Risk,Routine - Unscheduled,2305_20171102_103120,Moderate risk food holding temperature,88,37.782124,-122.478425
Low Risk,Routine - Unscheduled,35828_20171031_103154,Unclean or degraded floors walls or ceilings,74,37.715986,-122.440039
Low Risk,Routine - Unscheduled,3951_20160120_103157,Food safety certificate or food handler card not available,84,37.779962,-122.485087
Moderate Risk,Routine - Unscheduled,35828_20171031_103133,Foods not protected from contamination,74,37.715986,-122.440039
Low Risk,Routine - Unscheduled,7457_20160203_103157,Food safety certificate or food handler card not available,98,37.751564,-122.429369
Low Risk,Routine - Unscheduled,66400_20180111_103142,Unclean nonfood contact surfaces,79,37.759484,-122.419107
High Risk,Routine - Unscheduled,66336_20151202_103114,High risk vermin infestation,89,37.760893,-122.434459
Low Risk,Routine - Unscheduled,2044_20160204_103138,Improper storage use or identification of toxic substances,59,37.806546,-122.419277
Low Risk,Routine - Unscheduled,58628_20171101_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,90,37.80824,-122.410189
High Risk,Routine - Unscheduled,5039_20160329_103109,Unclean or unsanitary food contact surfaces,87,37.800128,-122.441914
Low Risk,Routine - Unscheduled,68895_20160310_103154,Unclean or degraded floors walls or ceilings,94,37.807923,-122.417887
High Risk,Routine - Unscheduled,60354_20171027_103105,Improper cooling methods,76,37.783527,-122.409061
Low Risk,Routine - Unscheduled,10332_20160316_103154,Unclean or degraded floors walls or ceilings,68,37.776384,-122.411684
Moderate Risk,Routine - Unscheduled,424_20180618_103116,Inadequate food safety knowledge or lack of certified food safety manager,86,37.762334,-122.398416
Low Risk,Routine - Unscheduled,7645_20160301_103161,Low risk vermin infestation,88,37.754513,-122.418626
Moderate Risk,Routine - Unscheduled,3614_20171116_103124,Inadequately cleaned or sanitized food contact surfaces,81,37.765028,-122.420402
Low Risk,Routine - Unscheduled,1811_20151210_103157,Food safety certificate or food handler card not available,96,37.738923,-122.415293
Moderate Risk,Routine - Unscheduled,2863_20160203_103133,Foods not protected from contamination,92,37.751573,-122.429189
Moderate Risk,Routine - Unscheduled,5850_20181016_103120,Moderate risk food holding temperature,96,37.749837,-122.418255
Moderate Risk,Routine - Unscheduled,236_20151214_103131,Moderate risk vermin infestation,94,37.800543,-122.408784
Low Risk,Routine - Unscheduled,65692_20160204_103144,Unapproved or unmaintained equipment or utensils,96,37.780234,-122.479979
Moderate Risk,Routine - Unscheduled,2044_20160204_103116,Inadequate food safety knowledge or lack of certified food safety manager,59,37.806546,-122.419277
Moderate Risk,Routine - Unscheduled,29610_20181009_103124,Inadequately cleaned or sanitized food contact surfaces,66,37.783664,-122.417635
Moderate Risk,Routine - Unscheduled,2659_20151210_103120,Moderate risk food holding temperature,80,37.739048,-122.416019
Low Risk,Routine - Unscheduled,5844_20171101_103139,Improper food storage,91,37.751552,-122.456517
Low Risk,Routine - Unscheduled,2659_20151210_103139,Improper food storage,80,37.739048,-122.416019
Moderate Risk,Routine - Unscheduled,17762_20180409_103124,Inadequately cleaned or sanitized food contact surfaces,94,37.776593,-122.425017
No Risk,Routine - Unscheduled,95_20180509_103100,None,100,37.785648,-122.409497
No Risk,Routine - Unscheduled,95_20180509_103100,None,100,37.739643,-122.481876
Low Risk,Routine - Unscheduled,30001_20160204_103144,Unapproved or unmaintained equipment or utensils,92,37.799628,-122.437974
Moderate Risk,Routine - Unscheduled,68699_20160317_103119,Inadequate and inaccessible handwashing facilities,88,37.783545,-122.461458
Low Risk,Routine - Unscheduled,10376_20151207_103144,Unapproved or unmaintained equipment or utensils,96,37.744369,-122.420967
Low Risk,Routine - Unscheduled,7645_20160301_103157,Food safety certificate or food handler card not available,88,37.754513,-122.418626
Low Risk,Routine - Unscheduled,65348_20180611_103154,Unclean or degraded floors walls or ceilings,84,37.752988,-122.406682
Moderate Risk,Routine - Unscheduled,3661_20160107_103131,Moderate risk vermin infestation,86,37.764553,-122.421826
Moderate Risk,Routine - Unscheduled,7575_20180718_103125,Noncompliance with shell fish tags or display,90,37.786568,-122.429754
Moderate Risk,Routine - Unscheduled,69606_20180619_103124,Inadequately cleaned or sanitized food contact surfaces,82,37.715905,-122.441373
High Risk,Routine - Unscheduled,63169_20160301_103102,Unclean hands or improper use of gloves,91,37.754383,-122.418616
Low Risk,Routine - Unscheduled,2305_20181017_103144,Unapproved or unmaintained equipment or utensils,85,37.782124,-122.478425
Low Risk,Routine - Unscheduled,66336_20151202_103138,Improper storage use or identification of toxic substances,89,37.760893,-122.434459
Low Risk,Routine - Unscheduled,66336_20151202_103157,Food safety certificate or food handler card not available,89,37.760893,-122.434459
Low Risk,Routine - Unscheduled,95_20151210_103154,Unclean or degraded floors walls or ceilings,88,37.739207,-122.417447
Moderate Risk,Routine - Unscheduled,29610_20181009_103131,Moderate risk vermin infestation,66,37.783664,-122.417635
Low Risk,Routine - Unscheduled,70780_20180410_103157,Food safety certificate or food handler card not available,90,37.803308,-122.417044
Moderate Risk,Routine - Unscheduled,1274_20180809_103120,Moderate risk food holding temperature,86,37.762939,-122.428473
Moderate Risk,Routine - Unscheduled,2044_20160204_103119,Inadequate and inaccessible handwashing facilities,59,37.806546,-122.419277
Moderate Risk,Routine - Unscheduled,2797_20171101_103133,Foods not protected from contamination,81,37.785358,-122.421357
Moderate Risk,Routine - Unscheduled,2305_20171102_103124,Inadequately cleaned or sanitized food contact surfaces,88,37.782124,-122.478425
Low Risk,Routine - Unscheduled,95_20151210_103142,Unclean nonfood contact surfaces,88,37.739207,-122.417447
High Risk,Routine - Unscheduled,3286_20151208_103114,High risk vermin infestation,82,37.787998,-122.420117
Moderate Risk,Routine - Unscheduled,37732_20151208_103116,Inadequate food safety knowledge or lack of certified food safety manager,89,37.782938,-122.413133
Low Risk,Routine - Unscheduled,3743_20180116_103147,Inadequate ventilation or lighting,83,37.781233,-122.457185
High Risk,Routine - Unscheduled,1124_20171114_103103,High risk food holding temperature,80,37.764248,-122.433392
Low Risk,Routine - Unscheduled,67486_20160202_103157,Food safety certificate or food handler card not available,94,37.777122,-122.419639
Low Risk,Routine - Unscheduled,10376_20151207_103157,Food safety certificate or food handler card not available,96,37.744369,-122.420967
Low Risk,Routine - Unscheduled,68493_20181017_103139,Improper food storage,83,37.775705,-122.496453
Moderate Risk,Routine - Unscheduled,4732_20160202_103129,Insufficient hot water or running water,77,37.785068,-122.418983
High Risk,Routine - Unscheduled,3951_20180628_103114,High risk vermin infestation,76,37.779962,-122.485087
High Risk,Routine - Unscheduled,10280_20181018_103114,High risk vermin infestation,81,37.782034,-122.419777
Low Risk,Routine - Unscheduled,1339_20180619_103157,Food safety certificate or food handler card not available,89,37.734483,-122.43368
High Risk,Routine - Unscheduled,39119_20180117_103109,Unclean or unsanitary food contact surfaces,85,37.781148,-122.463762
Low Risk,Routine - Unscheduled,34244_20151214_103154,Unclean or degraded floors walls or ceilings,96,37.795303,-122.406514
Low Risk,Routine - Unscheduled,64484_20180614_103156,Permit license or inspection report not posted,94,37.777122,-122.419639
Moderate Risk,Routine - Unscheduled,3645_20171102_103120,Moderate risk food holding temperature,90,37.773415,-122.421598
Low Risk,Routine - Unscheduled,64660_20151210_103154,Unclean or degraded floors walls or ceilings,94,37.769957,-122.447533
Low Risk,Routine - Unscheduled,10332_20160316_103156,Permit license or inspection report not posted,68,37.776384,-122.411684
High Risk,Routine - Unscheduled,4335_20171026_103103,High risk food holding temperature,82,37.775025,-122.413093
Low Risk,Routine - Unscheduled,1811_20151210_103154,Unclean or degraded floors walls or ceilings,96,37.738923,-122.415293
Low Risk,Routine - Unscheduled,3661_20160107_103157,Food safety certificate or food handler card not available,86,37.764553,-122.421826
Moderate Risk,Routine - Unscheduled,3661_20160107_103133,Foods not protected from contamination,86,37.764553,-122.421826
Low Risk,Routine - Unscheduled,7856_20180411_103142,Unclean nonfood contact surfaces,92,37.797935,-122.408581
Low Risk,Routine - Unscheduled,3839_20160107_103157,Food safety certificate or food handler card not available,90,37.763458,-122.421784
Low Risk,Routine - Unscheduled,231_20160301_103154,Unclean or degraded floors walls or ceilings,88,37.799087,-122.408488
Moderate Risk,Routine - Unscheduled,67154_20180712_103133,Foods not protected from contamination,88,37.739065,-122.479769
High Risk,Routine - Unscheduled,37304_20180103_103102,Unclean hands or improper use of gloves,76,37.73598,-122.424438
No Risk,Routine - Unscheduled,95_20180509_103100,None,100,37.762057,-122.435145
Low Risk,Routine - Unscheduled,61136_20180813_103139,Improper food storage,88,37.780543,-122.473129
Moderate Risk,Routine - Unscheduled,1231_20171031_103116,Inadequate food safety knowledge or lack of certified food safety manager,74,37.761882,-122.419599
Low Risk,Routine - Unscheduled,59935_20180411_103142,Unclean nonfood contact surfaces,92,37.741184,-122.422693
Low Risk,Routine - Unscheduled,3819_20171031_103144,Unapproved or unmaintained equipment or utensils,87,37.744076,-122.438684
Low Risk,Routine - Unscheduled,62308_20171026_103154,Unclean or degraded floors walls or ceilings,86,37.778497,-122.415146
Low Risk,Routine - Unscheduled,1339_20180619_103154,Unclean or degraded floors walls or ceilings,89,37.734483,-122.43368
Moderate Risk,Routine - Unscheduled,65348_20180611_103120,Moderate risk food holding temperature,84,37.752988,-122.406682
Moderate Risk,Routine - Unscheduled,38885_20171031_103119,Inadequate and inaccessible handwashing facilities,92,37.775947,-122.445656
High Risk,Routine - Unscheduled,3861_20171106_103105,Improper cooling methods,83,37.731788,-122.405381
Moderate Risk,Routine - Unscheduled,10280_20180405_103120,Moderate risk food holding temperature,88,37.782034,-122.419777
Low Risk,Routine - Unscheduled,57751_20160405_103142,Unclean nonfood contact surfaces,92,37.773887,-122.424182
High Risk,Routine - Unscheduled,10332_20160316_103109,Unclean or unsanitary food contact surfaces,68,37.776384,-122.411684
Moderate Risk,Routine - Unscheduled,2044_20160204_103124,Inadequately cleaned or sanitized food contact surfaces,59,37.806546,-122.419277
Moderate Risk,Routine - Unscheduled,10332_20160316_103119,Inadequate and inaccessible handwashing facilities,68,37.776384,-122.411684
High Risk,Routine - Unscheduled,5926_20181018_103112,No hot water or running water,93,37.732518,-122.411648
Moderate Risk,Routine - Unscheduled,3286_20151208_103119,Inadequate and inaccessible handwashing facilities,82,37.787998,-122.420117
High Risk,Routine - Unscheduled,2044_20160204_103103,High risk food holding temperature,59,37.806546,-122.419277
Moderate Risk,Routine - Unscheduled,3331_20151211_103133,Foods not protected from contamination,85,37.760698,-122.435015
Moderate Risk,Routine - Unscheduled,68699_20160317_103131,Moderate risk vermin infestation,88,37.783545,-122.461458
